benchmark;flow;op_num;op_type;size_mig;depth_mig;runtime;size;depth
dec;map_resub_l4_det_map_resub;0;root;304;3;0;304;3
dec;map_resub_l4_det_map_resub;1;mig_mapper;304;3;0.010599659;304;3
dec;map_resub_l4_det_map_resub;2;mig_resub;304;3;0.005081438;304;3
dec;map_resub_l4_det_map_resub;3;mig_mapper;304;3;0.01049735;304;3
dec;map_resub_l4_det_map_resub;4;mig_resub;304;3;0.005092503;304;3
dec;map_resub_l4_det_map_resub;5;mig_mapper;304;3;0.010506446;304;3
dec;map_resub_l4_det_map_resub;6;mig_resub;304;3;0.005062112;304;3
dec;map_resub_l4_det_map_resub;7;mig_mapper;304;3;0.010444024;304;3
dec;map_resub_l4_det_map_resub;8;mig_resub;304;3;0.005206431;304;3
dec;map_resub_l4_det_map_resub;9;mig_det_randomize;304;3;0.0;304;3
dec;map_resub_l4_det_map_resub;10;mig_mapper;304;3;0.010249642;304;3
dec;map_resub_l4_det_map_resub;11;mig_resub;304;3;0.005180798;304;3
dec;map_resub_l4_det_map_resub;12;end;304;3;0.0;304;3
priority;map_resub_l4_det_map_resub;0;root;978;250;0;978;250
priority;map_resub_l4_det_map_resub;1;mig_mapper;908;124;0.05616764;978;250
priority;map_resub_l4_det_map_resub;2;mig_resub;640;123;0.005888878;978;250
priority;map_resub_l4_det_map_resub;3;mig_mapper;629;122;0.023006845;978;250
priority;map_resub_l4_det_map_resub;4;mig_resub;464;123;0.005167669;978;250
priority;map_resub_l4_det_map_resub;5;mig_mapper;465;103;0.012715887;978;250
priority;map_resub_l4_det_map_resub;6;mig_resub;461;103;0.002804059;978;250
priority;map_resub_l4_det_map_resub;7;mig_mapper;461;103;0.011901581;978;250
priority;map_resub_l4_det_map_resub;8;mig_resub;460;103;0.002633525;978;250
priority;map_resub_l4_det_map_resub;9;mig_det_randomize;460;103;0.0;978;250
priority;map_resub_l4_det_map_resub;10;mig_mapper;460;103;0.011638734;978;250
priority;map_resub_l4_det_map_resub;11;mig_resub;460;103;0.002501531;978;250
priority;map_resub_l4_det_map_resub;12;end;460;103;0.0;978;250
int2float;map_resub_l4_det_map_resub;0;root;260;16;0;260;16
int2float;map_resub_l4_det_map_resub;1;mig_mapper;235;11;0.011836878;260;16
int2float;map_resub_l4_det_map_resub;2;mig_resub;199;10;0.08598479;260;16
int2float;map_resub_l4_det_map_resub;3;mig_mapper;194;10;0.006700508;260;16
int2float;map_resub_l4_det_map_resub;4;mig_resub;192;10;0.025536489;260;16
int2float;map_resub_l4_det_map_resub;5;mig_mapper;191;10;0.006008693;260;16
int2float;map_resub_l4_det_map_resub;6;mig_resub;191;10;0.028090293;260;16
int2float;map_resub_l4_det_map_resub;7;mig_mapper;191;10;0.005719798;260;16
int2float;map_resub_l4_det_map_resub;8;mig_resub;191;10;0.02939053;260;16
int2float;map_resub_l4_det_map_resub;9;mig_det_randomize;191;10;0.0;260;16
int2float;map_resub_l4_det_map_resub;10;mig_mapper;192;10;0.005970854;260;16
int2float;map_resub_l4_det_map_resub;11;mig_resub;192;10;0.034991976;260;16
int2float;map_resub_l4_det_map_resub;12;end;192;10;0.0;260;16
ctrl;map_resub_l4_det_map_resub;0;root;174;10;0;174;10
ctrl;map_resub_l4_det_map_resub;1;mig_mapper;115;5;0.008451315;174;10
ctrl;map_resub_l4_det_map_resub;2;mig_resub;76;9;0.06521218;174;10
ctrl;map_resub_l4_det_map_resub;3;mig_mapper;76;8;0.002752262;174;10
ctrl;map_resub_l4_det_map_resub;4;mig_resub;73;11;0.055383407;174;10
ctrl;map_resub_l4_det_map_resub;5;mig_mapper;73;10;0.002371528;174;10
ctrl;map_resub_l4_det_map_resub;6;mig_resub;73;10;0.0378488;174;10
ctrl;map_resub_l4_det_map_resub;7;mig_mapper;73;10;0.002170837;174;10
ctrl;map_resub_l4_det_map_resub;8;mig_resub;73;10;0.037834458;174;10
ctrl;map_resub_l4_det_map_resub;9;mig_det_randomize;73;10;0.0;174;10
ctrl;map_resub_l4_det_map_resub;10;mig_mapper;73;10;0.002298558;174;10
ctrl;map_resub_l4_det_map_resub;11;mig_resub;73;10;0.037566412;174;10
ctrl;map_resub_l4_det_map_resub;12;end;73;10;0.0;174;10
i2c;map_resub_l4_det_map_resub;0;root;1342;20;0;1342;20
i2c;map_resub_l4_det_map_resub;1;mig_mapper;1229;13;0.057650752;1342;20
i2c;map_resub_l4_det_map_resub;2;mig_resub;1151;13;0.06460921;1342;20
i2c;map_resub_l4_det_map_resub;3;mig_mapper;1143;13;0.036906257;1342;20
i2c;map_resub_l4_det_map_resub;4;mig_resub;1129;13;0.023067968;1342;20
i2c;map_resub_l4_det_map_resub;5;mig_mapper;1124;11;0.0333;1342;20
i2c;map_resub_l4_det_map_resub;6;mig_resub;1119;11;0.023707325;1342;20
i2c;map_resub_l4_det_map_resub;7;mig_mapper;1121;12;0.033011056;1342;20
i2c;map_resub_l4_det_map_resub;8;mig_resub;1116;12;0.021545017;1342;20
i2c;map_resub_l4_det_map_resub;9;mig_det_randomize;1116;12;0.0;1342;20
i2c;map_resub_l4_det_map_resub;10;mig_mapper;1117;12;0.03241327;1342;20
i2c;map_resub_l4_det_map_resub;11;mig_resub;1110;12;0.021224303;1342;20
i2c;map_resub_l4_det_map_resub;12;end;1110;12;0.0;1342;20
bar;map_resub_l4_det_map_resub;0;root;3336;12;0;3336;12
bar;map_resub_l4_det_map_resub;1;mig_mapper;2693;13;0.15337315;3336;12
bar;map_resub_l4_det_map_resub;2;mig_resub;2598;14;0.04845065;3336;12
bar;map_resub_l4_det_map_resub;3;mig_mapper;2592;13;0.07429157;3336;12
bar;map_resub_l4_det_map_resub;4;mig_resub;2592;13;0.048518896;3336;12
bar;map_resub_l4_det_map_resub;5;mig_mapper;2588;13;0.07573608;3336;12
bar;map_resub_l4_det_map_resub;6;mig_resub;2588;13;0.047856785;3336;12
bar;map_resub_l4_det_map_resub;7;mig_mapper;2584;13;0.07204907;3336;12
bar;map_resub_l4_det_map_resub;8;mig_resub;2584;13;0.048380718;3336;12
bar;map_resub_l4_det_map_resub;9;mig_det_randomize;2584;13;0.0;3336;12
bar;map_resub_l4_det_map_resub;10;mig_mapper;2564;13;0.07031601;3336;12
bar;map_resub_l4_det_map_resub;11;mig_resub;2564;13;0.047178734;3336;12
bar;map_resub_l4_det_map_resub;12;end;2564;13;0.0;3336;12
max;map_resub_l4_det_map_resub;0;root;2865;287;0;2865;287
max;map_resub_l4_det_map_resub;1;mig_mapper;2413;158;0.36247155;2865;287
max;map_resub_l4_det_map_resub;2;mig_resub;2412;158;0.020506304;2865;287
max;map_resub_l4_det_map_resub;3;mig_mapper;2283;167;0.22606967;2865;287
max;map_resub_l4_det_map_resub;4;mig_resub;2283;167;0.019398624;2865;287
max;map_resub_l4_det_map_resub;5;mig_mapper;2272;159;0.15740848;2865;287
max;map_resub_l4_det_map_resub;6;mig_resub;2264;159;0.018546682;2865;287
max;map_resub_l4_det_map_resub;7;mig_mapper;2244;172;0.15099983;2865;287
max;map_resub_l4_det_map_resub;8;mig_resub;2244;172;0.017347805;2865;287
max;map_resub_l4_det_map_resub;9;mig_det_randomize;2244;172;0.0;2865;287
max;map_resub_l4_det_map_resub;10;mig_mapper;2220;164;0.15377797;2865;287
max;map_resub_l4_det_map_resub;11;mig_resub;2218;164;0.017301448;2865;287
max;map_resub_l4_det_map_resub;12;end;2218;164;0.0;2865;287
voter;map_resub_l4_det_map_resub;0;root;13758;70;0;13758;70
voter;map_resub_l4_det_map_resub;1;mig_mapper;7219;54;1.1264749;13758;70
voter;map_resub_l4_det_map_resub;2;mig_resub;5990;60;0.12434765;13758;70
voter;map_resub_l4_det_map_resub;3;mig_mapper;5032;48;0.27798608;13758;70
voter;map_resub_l4_det_map_resub;4;mig_resub;4557;51;0.037239097;13758;70
voter;map_resub_l4_det_map_resub;5;mig_mapper;4417;47;0.19855398;13758;70
voter;map_resub_l4_det_map_resub;6;mig_resub;4225;47;0.034289002;13758;70
voter;map_resub_l4_det_map_resub;7;mig_mapper;4172;45;0.16474791;13758;70
voter;map_resub_l4_det_map_resub;8;mig_resub;4155;45;0.020255536;13758;70
voter;map_resub_l4_det_map_resub;9;mig_det_randomize;4155;45;0.0;13758;70
voter;map_resub_l4_det_map_resub;10;mig_mapper;4141;45;0.2054796;13758;70
voter;map_resub_l4_det_map_resub;11;mig_resub;4124;45;0.019856945;13758;70
voter;map_resub_l4_det_map_resub;12;end;4124;45;0.0;13758;70
square;map_resub_l4_det_map_resub;0;root;18484;250;0;18484;250
square;map_resub_l4_det_map_resub;1;mig_mapper;12176;126;1.7306085;18484;250
square;map_resub_l4_det_map_resub;2;mig_resub;9893;126;0.19214393;18484;250
square;map_resub_l4_det_map_resub;3;mig_mapper;9492;126;0.25714734;18484;250
square;map_resub_l4_det_map_resub;4;mig_resub;9148;126;0.06775065;18484;250
square;map_resub_l4_det_map_resub;5;mig_mapper;9119;126;0.19025211;18484;250
square;map_resub_l4_det_map_resub;6;mig_resub;9079;126;0.057788506;18484;250
square;map_resub_l4_det_map_resub;7;mig_mapper;9075;126;0.17037626;18484;250
square;map_resub_l4_det_map_resub;8;mig_resub;9064;126;0.057382137;18484;250
square;map_resub_l4_det_map_resub;9;mig_det_randomize;9064;126;0.0;18484;250
square;map_resub_l4_det_map_resub;10;mig_mapper;9095;126;0.16563594;18484;250
square;map_resub_l4_det_map_resub;11;mig_resub;9062;126;0.057848617;18484;250
square;map_resub_l4_det_map_resub;12;end;9062;126;0.0;18484;250
arbiter;map_resub_l4_det_map_resub;0;root;11839;87;0;11839;87
arbiter;map_resub_l4_det_map_resub;1;mig_mapper;6996;59;1.6412607;11839;87
arbiter;map_resub_l4_det_map_resub;2;mig_resub;6866;60;0.14732252;11839;87
arbiter;map_resub_l4_det_map_resub;3;mig_mapper;6866;61;0.73298126;11839;87
arbiter;map_resub_l4_det_map_resub;4;mig_resub;6866;61;0.1536152;11839;87
arbiter;map_resub_l4_det_map_resub;5;mig_mapper;6866;60;0.7074038;11839;87
arbiter;map_resub_l4_det_map_resub;6;mig_resub;6866;60;0.15052143;11839;87
arbiter;map_resub_l4_det_map_resub;7;mig_mapper;6866;60;0.6556648;11839;87
arbiter;map_resub_l4_det_map_resub;8;mig_resub;6866;60;0.14902492;11839;87
arbiter;map_resub_l4_det_map_resub;9;mig_det_randomize;6866;60;0.0;11839;87
arbiter;map_resub_l4_det_map_resub;10;mig_mapper;6866;60;0.67145646;11839;87
arbiter;map_resub_l4_det_map_resub;11;mig_resub;6866;60;0.15043424;11839;87
arbiter;map_resub_l4_det_map_resub;12;end;6866;60;0.0;11839;87
sqrt;map_resub_l4_det_map_resub;0;root;24618;5058;0;24618;5058
sqrt;map_resub_l4_det_map_resub;1;mig_mapper;20724;5074;2.0409636;24618;5058
sqrt;map_resub_l4_det_map_resub;2;mig_resub;18570;7568;0.3819702;24618;5058
sqrt;map_resub_l4_det_map_resub;3;mig_mapper;13105;2349;1.1227269;24618;5058
sqrt;map_resub_l4_det_map_resub;4;mig_resub;12863;2375;0.11136289;24618;5058
sqrt;map_resub_l4_det_map_resub;5;mig_mapper;12736;2371;0.31869215;24618;5058
sqrt;map_resub_l4_det_map_resub;6;mig_resub;12691;2371;0.099269375;24618;5058
sqrt;map_resub_l4_det_map_resub;7;mig_mapper;12653;2332;0.35971573;24618;5058
sqrt;map_resub_l4_det_map_resub;8;mig_resub;12647;2332;0.095139846;24618;5058
sqrt;map_resub_l4_det_map_resub;9;mig_det_randomize;12647;2332;0.0;24618;5058
sqrt;map_resub_l4_det_map_resub;10;mig_mapper;12649;2327;0.3929559;24618;5058
sqrt;map_resub_l4_det_map_resub;11;mig_resub;12602;2327;0.091849394;24618;5058
sqrt;map_resub_l4_det_map_resub;12;end;12602;2327;0.0;24618;5058
multiplier;map_resub_l4_det_map_resub;0;root;27062;274;0;27062;274
multiplier;map_resub_l4_det_map_resub;1;mig_mapper;19354;143;2.5811553;27062;274
multiplier;map_resub_l4_det_map_resub;2;mig_resub;19166;150;0.42240176;27062;274
multiplier;map_resub_l4_det_map_resub;3;mig_mapper;19105;149;0.71752846;27062;274
multiplier;map_resub_l4_det_map_resub;4;mig_resub;19084;149;0.41329613;27062;274
multiplier;map_resub_l4_det_map_resub;5;mig_mapper;19087;149;0.6647602;27062;274
multiplier;map_resub_l4_det_map_resub;6;mig_resub;19087;149;0.40671888;27062;274
multiplier;map_resub_l4_det_map_resub;7;mig_mapper;19087;149;0.5984429;27062;274
multiplier;map_resub_l4_det_map_resub;8;mig_resub;19086;149;0.41144997;27062;274
multiplier;map_resub_l4_det_map_resub;9;mig_det_randomize;19086;149;0.0;27062;274
multiplier;map_resub_l4_det_map_resub;10;mig_mapper;19100;149;0.61327994;27062;274
multiplier;map_resub_l4_det_map_resub;11;mig_resub;19092;149;0.41275665;27062;274
multiplier;map_resub_l4_det_map_resub;12;end;19092;149;0.0;27062;274
sin;map_resub_l4_det_map_resub;0;root;5416;225;0;5416;225
sin;map_resub_l4_det_map_resub;1;mig_mapper;4248;127;0.52443796;5416;225
sin;map_resub_l4_det_map_resub;2;mig_resub;4186;129;1.4288982;5416;225
sin;map_resub_l4_det_map_resub;3;mig_mapper;4147;131;0.20921253;5416;225
sin;map_resub_l4_det_map_resub;4;mig_resub;4137;131;1.2696517;5416;225
sin;map_resub_l4_det_map_resub;5;mig_mapper;4141;128;0.18748313;5416;225
sin;map_resub_l4_det_map_resub;6;mig_resub;4137;128;1.3218951;5416;225
sin;map_resub_l4_det_map_resub;7;mig_mapper;4140;128;0.17899771;5416;225
sin;map_resub_l4_det_map_resub;8;mig_resub;4133;128;1.625739;5416;225
sin;map_resub_l4_det_map_resub;9;mig_det_randomize;4133;128;0.0;5416;225
sin;map_resub_l4_det_map_resub;10;mig_mapper;4150;125;0.17981447;5416;225
sin;map_resub_l4_det_map_resub;11;mig_resub;4141;125;1.5883127;5416;225
sin;map_resub_l4_det_map_resub;12;end;4141;125;0.0;5416;225
log2;map_resub_l4_det_map_resub;0;root;32060;444;0;32060;444
log2;map_resub_l4_det_map_resub;1;mig_mapper;24295;206;3.4644814;32060;444
log2;map_resub_l4_det_map_resub;2;mig_resub;24125;210;0.422765;32060;444
log2;map_resub_l4_det_map_resub;3;mig_mapper;24168;209;1.1737517;32060;444
log2;map_resub_l4_det_map_resub;4;mig_resub;24115;209;0.39099926;32060;444
log2;map_resub_l4_det_map_resub;5;mig_mapper;24132;206;1.1259624;32060;444
log2;map_resub_l4_det_map_resub;6;mig_resub;24114;206;0.38639215;32060;444
log2;map_resub_l4_det_map_resub;7;mig_mapper;24128;204;1.1475809;32060;444
log2;map_resub_l4_det_map_resub;8;mig_resub;24107;204;0.39215532;32060;444
log2;map_resub_l4_det_map_resub;9;mig_det_randomize;24107;204;0.0;32060;444
log2;map_resub_l4_det_map_resub;10;mig_mapper;24275;202;1.1017599;32060;444
log2;map_resub_l4_det_map_resub;11;mig_resub;24235;202;0.40219638;32060;444
log2;map_resub_l4_det_map_resub;12;end;24235;202;0.0;32060;444
div;map_resub_l4_det_map_resub;0;root;57247;4372;0;57247;4372
div;map_resub_l4_det_map_resub;1;mig_mapper;53113;2425;3.8599088;57247;4372
div;map_resub_l4_det_map_resub;2;mig_resub;43766;3251;1.5017585;57247;4372
div;map_resub_l4_det_map_resub;3;mig_mapper;40390;3108;2.0149996;57247;4372
div;map_resub_l4_det_map_resub;4;mig_resub;40158;3090;0.5323518;57247;4372
div;map_resub_l4_det_map_resub;5;mig_mapper;40027;2518;1.4014502;57247;4372
div;map_resub_l4_det_map_resub;6;mig_resub;39464;2753;0.5411816;57247;4372
div;map_resub_l4_det_map_resub;7;mig_mapper;39515;2671;1.2987938;57247;4372
div;map_resub_l4_det_map_resub;8;mig_resub;39192;2735;0.53911036;57247;4372
div;map_resub_l4_det_map_resub;9;mig_det_randomize;39192;2735;0.0;57247;4372
div;map_resub_l4_det_map_resub;10;mig_mapper;39682;2541;1.320119;57247;4372
div;map_resub_l4_det_map_resub;11;mig_resub;39242;2742;0.5835838;57247;4372
div;map_resub_l4_det_map_resub;12;end;39242;2742;0.0;57247;4372
cavlc;map_resub_l4_det_map_resub;0;root;693;16;0;693;16
cavlc;map_resub_l4_det_map_resub;1;mig_mapper;649;14;0.040828258;693;16
cavlc;map_resub_l4_det_map_resub;2;mig_resub;557;14;2.8895783;693;16
cavlc;map_resub_l4_det_map_resub;3;mig_mapper;550;13;0.018811826;693;16
cavlc;map_resub_l4_det_map_resub;4;mig_resub;540;13;3.96263;693;16
cavlc;map_resub_l4_det_map_resub;5;mig_mapper;540;13;0.01754609;693;16
cavlc;map_resub_l4_det_map_resub;6;mig_resub;535;13;3.6909182;693;16
cavlc;map_resub_l4_det_map_resub;7;mig_mapper;535;13;0.016813632;693;16
cavlc;map_resub_l4_det_map_resub;8;mig_resub;531;13;3.532414;693;16
cavlc;map_resub_l4_det_map_resub;9;mig_det_randomize;531;13;0.0;693;16
cavlc;map_resub_l4_det_map_resub;10;mig_mapper;531;13;0.016896548;693;16
cavlc;map_resub_l4_det_map_resub;11;mig_resub;525;13;3.3913488;693;16
cavlc;map_resub_l4_det_map_resub;12;end;525;13;0.0;693;16
mem_ctrl;map_resub_l4_det_map_resub;0;root;46836;114;0;46836;114
mem_ctrl;map_resub_l4_det_map_resub;1;mig_mapper;42071;98;3.3427553;46836;114
mem_ctrl;map_resub_l4_det_map_resub;2;mig_resub;40066;101;2.1993747;46836;114
mem_ctrl;map_resub_l4_det_map_resub;3;mig_mapper;39852;99;1.9111818;46836;114
mem_ctrl;map_resub_l4_det_map_resub;4;mig_resub;39311;99;1.2353096;46836;114
mem_ctrl;map_resub_l4_det_map_resub;5;mig_mapper;39173;96;1.8097513;46836;114
mem_ctrl;map_resub_l4_det_map_resub;6;mig_resub;38940;96;0.9902236;46836;114
mem_ctrl;map_resub_l4_det_map_resub;7;mig_mapper;38923;97;1.6982079;46836;114
mem_ctrl;map_resub_l4_det_map_resub;8;mig_resub;38799;97;1.039924;46836;114
mem_ctrl;map_resub_l4_det_map_resub;9;mig_det_randomize;38799;97;0.0;46836;114
mem_ctrl;map_resub_l4_det_map_resub;10;mig_mapper;38691;97;1.7881776;46836;114
mem_ctrl;map_resub_l4_det_map_resub;11;mig_resub;38521;97;1.0722352;46836;114
mem_ctrl;map_resub_l4_det_map_resub;12;end;38521;97;0.0;46836;114
hyp;map_resub_l4_det_map_resub;0;root;214335;24801;0;214335;24801
hyp;map_resub_l4_det_map_resub;1;mig_mapper;138143;8956;20.384678;214335;24801
hyp;map_resub_l4_det_map_resub;2;mig_resub;126624;8956;1.5873182;214335;24801
hyp;map_resub_l4_det_map_resub;3;mig_mapper;126673;8933;3.242451;214335;24801
hyp;map_resub_l4_det_map_resub;4;mig_resub;123809;8933;1.1144378;214335;24801
hyp;map_resub_l4_det_map_resub;5;mig_mapper;123933;8911;3.1292639;214335;24801
hyp;map_resub_l4_det_map_resub;6;mig_resub;123760;8911;1.0976943;214335;24801
hyp;map_resub_l4_det_map_resub;7;mig_mapper;123864;8911;3.0634863;214335;24801
hyp;map_resub_l4_det_map_resub;8;mig_resub;123756;8911;1.0955235;214335;24801
hyp;map_resub_l4_det_map_resub;9;mig_det_randomize;123756;8911;0.0;214335;24801
hyp;map_resub_l4_det_map_resub;10;mig_mapper;123824;8887;2.8603437;214335;24801
hyp;map_resub_l4_det_map_resub;11;mig_resub;123718;8887;1.1181238;214335;24801
hyp;map_resub_l4_det_map_resub;12;end;123718;8887;0.0;214335;24801
adder;map_resub_l4_det_map_resub;0;root;1020;255;0;1020;255
adder;map_resub_l4_det_map_resub;1;mig_mapper;384;129;0.052546177;1020;255
adder;map_resub_l4_det_map_resub;2;mig_resub;384;129;0.001409752;1020;255
adder;map_resub_l4_det_map_resub;3;mig_mapper;384;129;0.005634715;1020;255
adder;map_resub_l4_det_map_resub;4;mig_resub;384;129;0.001397399;1020;255
adder;map_resub_l4_det_map_resub;5;mig_mapper;384;129;0.005152311;1020;255
adder;map_resub_l4_det_map_resub;6;mig_resub;384;129;0.001379557;1020;255
adder;map_resub_l4_det_map_resub;7;mig_mapper;384;129;0.005043621;1020;255
adder;map_resub_l4_det_map_resub;8;mig_resub;384;129;0.001398614;1020;255
adder;map_resub_l4_det_map_resub;9;mig_det_randomize;384;129;0.0;1020;255
adder;map_resub_l4_det_map_resub;10;mig_mapper;384;129;0.005012919;1020;255
adder;map_resub_l4_det_map_resub;11;mig_resub;384;129;0.001387323;1020;255
adder;map_resub_l4_det_map_resub;12;end;384;129;0.0;1020;255
dec;map_resub_l4_det_map_resub;0;root;304;3;0;304;3
dec;map_resub_l4_det_map_resub;1;mig_mapper;304;3;0.010622184;304;3
dec;map_resub_l4_det_map_resub;2;mig_resub;304;3;0.005084645;304;3
dec;map_resub_l4_det_map_resub;3;mig_mapper;304;3;0.010489268;304;3
dec;map_resub_l4_det_map_resub;4;mig_resub;304;3;0.005212652;304;3
dec;map_resub_l4_det_map_resub;5;mig_mapper;304;3;0.010481775;304;3
dec;map_resub_l4_det_map_resub;6;mig_resub;304;3;0.005070241;304;3
dec;map_resub_l4_det_map_resub;7;mig_mapper;304;3;0.010346432;304;3
dec;map_resub_l4_det_map_resub;8;mig_resub;304;3;0.005062497;304;3
dec;map_resub_l4_det_map_resub;9;mig_det_randomize;304;3;0.0;304;3
dec;map_resub_l4_det_map_resub;10;mig_mapper;304;3;0.010474157;304;3
dec;map_resub_l4_det_map_resub;11;mig_resub;304;3;0.005091823;304;3
dec;map_resub_l4_det_map_resub;12;end;304;3;0.0;304;3
router;map_resub_l4_det_map_resub;0;root;257;54;0;257;54
router;map_resub_l4_det_map_resub;1;mig_mapper;218;47;0.01899852;257;54
router;map_resub_l4_det_map_resub;2;mig_resub;203;47;0.00242402;257;54
router;map_resub_l4_det_map_resub;3;mig_mapper;194;46;0.008489172;257;54
router;map_resub_l4_det_map_resub;4;mig_resub;192;46;0.002101478;257;54
router;map_resub_l4_det_map_resub;5;mig_mapper;191;43;0.007271307;257;54
router;map_resub_l4_det_map_resub;6;mig_resub;187;43;0.002120236;257;54
router;map_resub_l4_det_map_resub;7;mig_mapper;184;41;0.006409329;257;54
router;map_resub_l4_det_map_resub;8;mig_resub;183;41;0.002239292;257;54
router;map_resub_l4_det_map_resub;9;mig_det_randomize;183;41;0.0;257;54
router;map_resub_l4_det_map_resub;10;mig_mapper;183;40;0.006520039;257;54
router;map_resub_l4_det_map_resub;11;mig_resub;183;40;0.002244257;257;54
router;map_resub_l4_det_map_resub;12;end;183;40;0.0;257;54
priority;map_resub_l4_det_map_resub;0;root;978;250;0;978;250
priority;map_resub_l4_det_map_resub;1;mig_mapper;908;124;0.056907635;978;250
priority;map_resub_l4_det_map_resub;2;mig_resub;640;123;0.005939801;978;250
priority;map_resub_l4_det_map_resub;3;mig_mapper;629;122;0.023388507;978;250
priority;map_resub_l4_det_map_resub;4;mig_resub;464;123;0.005190577;978;250
priority;map_resub_l4_det_map_resub;5;mig_mapper;465;103;0.012818328;978;250
priority;map_resub_l4_det_map_resub;6;mig_resub;461;103;0.00280667;978;250
priority;map_resub_l4_det_map_resub;7;mig_mapper;461;103;0.011953677;978;250
priority;map_resub_l4_det_map_resub;8;mig_resub;460;103;0.002635879;978;250
priority;map_resub_l4_det_map_resub;9;mig_det_randomize;460;103;0.0;978;250
priority;map_resub_l4_det_map_resub;10;mig_mapper;460;103;0.011718121;978;250
priority;map_resub_l4_det_map_resub;11;mig_resub;460;103;0.002489393;978;250
priority;map_resub_l4_det_map_resub;12;end;460;103;0.0;978;250
int2float;map_resub_l4_det_map_resub;0;root;260;16;0;260;16
int2float;map_resub_l4_det_map_resub;1;mig_mapper;235;11;0.011817374;260;16
int2float;map_resub_l4_det_map_resub;2;mig_resub;199;10;0.086358495;260;16
int2float;map_resub_l4_det_map_resub;3;mig_mapper;194;10;0.006715254;260;16
int2float;map_resub_l4_det_map_resub;4;mig_resub;192;10;0.025461586;260;16
int2float;map_resub_l4_det_map_resub;5;mig_mapper;191;10;0.005997158;260;16
int2float;map_resub_l4_det_map_resub;6;mig_resub;191;10;0.02850104;260;16
int2float;map_resub_l4_det_map_resub;7;mig_mapper;191;10;0.005701904;260;16
int2float;map_resub_l4_det_map_resub;8;mig_resub;191;10;0.029143037;260;16
int2float;map_resub_l4_det_map_resub;9;mig_det_randomize;191;10;0.0;260;16
int2float;map_resub_l4_det_map_resub;10;mig_mapper;192;10;0.005973283;260;16
int2float;map_resub_l4_det_map_resub;11;mig_resub;192;10;0.03513454;260;16
int2float;map_resub_l4_det_map_resub;12;end;192;10;0.0;260;16
ctrl;map_resub_l4_det_map_resub;0;root;174;10;0;174;10
ctrl;map_resub_l4_det_map_resub;1;mig_mapper;115;5;0.008636824;174;10
ctrl;map_resub_l4_det_map_resub;2;mig_resub;76;9;0.06676055;174;10
ctrl;map_resub_l4_det_map_resub;3;mig_mapper;76;8;0.002746553;174;10
ctrl;map_resub_l4_det_map_resub;4;mig_resub;73;11;0.05661984;174;10
ctrl;map_resub_l4_det_map_resub;5;mig_mapper;73;10;0.002375048;174;10
ctrl;map_resub_l4_det_map_resub;6;mig_resub;73;10;0.038735483;174;10
ctrl;map_resub_l4_det_map_resub;7;mig_mapper;73;10;0.002201399;174;10
ctrl;map_resub_l4_det_map_resub;8;mig_resub;73;10;0.03878271;174;10
ctrl;map_resub_l4_det_map_resub;9;mig_det_randomize;73;10;0.0;174;10
ctrl;map_resub_l4_det_map_resub;10;mig_mapper;73;10;0.002304065;174;10
ctrl;map_resub_l4_det_map_resub;11;mig_resub;73;10;0.038453963;174;10
