benchmark;flow;op_num;op_type;size_mig;depth_mig;runtime;size;depth
int2float;map_resub_l5;9;mig_mapper;191;10;0.006033485;260;16
int2float;map_resub_l5;10;mig_resub;191;10;0.028078578;260;16
int2float;map_resub_l5;11;end;191;10;0.0;260;16
i2c;map_resub_l5;0;root;1342;20;0;1342;20
i2c;map_resub_l5;1;mig_mapper;1229;13;0.05871268;1342;20
i2c;map_resub_l5;2;mig_resub;1151;13;0.065299354;1342;20
i2c;map_resub_l5;3;mig_mapper;1143;13;0.036466848;1342;20
i2c;map_resub_l5;4;mig_resub;1129;13;0.022969238;1342;20
i2c;map_resub_l5;5;mig_mapper;1124;11;0.032748356;1342;20
i2c;map_resub_l5;6;mig_resub;1119;11;0.023639249;1342;20
i2c;map_resub_l5;7;mig_mapper;1121;12;0.034266606;1342;20
i2c;map_resub_l5;8;mig_resub;1116;12;0.0216415;1342;20
i2c;map_resub_l5;9;mig_mapper;1115;12;0.030917719;1342;20
i2c;map_resub_l5;10;mig_resub;1113;12;0.022434123;1342;20
i2c;map_resub_l5;11;end;1113;12;0.0;1342;20
bar;map_resub_l5;0;root;3336;12;0;3336;12
bar;map_resub_l5;1;mig_mapper;2693;13;0.15639375;3336;12
bar;map_resub_l5;2;mig_resub;2598;14;0.048687886;3336;12
bar;map_resub_l5;3;mig_mapper;2592;13;0.07687996;3336;12
bar;map_resub_l5;4;mig_resub;2592;13;0.04844045;3336;12
bar;map_resub_l5;5;mig_mapper;2588;13;0.07577601;3336;12
bar;map_resub_l5;6;mig_resub;2588;13;0.04754916;3336;12
bar;map_resub_l5;7;mig_mapper;2584;13;0.07192573;3336;12
bar;map_resub_l5;8;mig_resub;2584;13;0.0470908;3336;12
bar;map_resub_l5;9;mig_mapper;2580;13;0.071689054;3336;12
bar;map_resub_l5;10;mig_resub;2580;13;0.0491864;3336;12
bar;map_resub_l5;11;end;2580;13;0.0;3336;12
max;map_resub_l5;0;root;2865;287;0;2865;287
max;map_resub_l5;1;mig_mapper;2413;158;0.35956818;2865;287
max;map_resub_l5;2;mig_resub;2412;158;0.020107653;2865;287
max;map_resub_l5;3;mig_mapper;2283;167;0.22692259;2865;287
max;map_resub_l5;4;mig_resub;2283;167;0.018082097;2865;287
max;map_resub_l5;5;mig_mapper;2272;159;0.15590739;2865;287
max;map_resub_l5;6;mig_resub;2264;159;0.017616758;2865;287
max;map_resub_l5;7;mig_mapper;2244;172;0.14642625;2865;287
max;map_resub_l5;8;mig_resub;2244;172;0.017557396;2865;287
max;map_resub_l5;9;mig_mapper;2220;160;0.1488173;2865;287
max;map_resub_l5;10;mig_resub;2218;160;0.016808465;2865;287
max;map_resub_l5;11;end;2218;160;0.0;2865;287
voter;map_resub_l5;0;root;13758;70;0;13758;70
voter;map_resub_l5;1;mig_mapper;7219;54;1.1692548;13758;70
voter;map_resub_l5;2;mig_resub;5990;60;0.124226734;13758;70
voter;map_resub_l5;3;mig_mapper;5032;48;0.27712956;13758;70
voter;map_resub_l5;4;mig_resub;4557;51;0.03707513;13758;70
voter;map_resub_l5;5;mig_mapper;4417;47;0.15989509;13758;70
voter;map_resub_l5;6;mig_resub;4225;47;0.022745583;13758;70
voter;map_resub_l5;7;mig_mapper;4172;45;0.16148801;13758;70
voter;map_resub_l5;8;mig_resub;4155;45;0.019941686;13758;70
voter;map_resub_l5;9;mig_mapper;4137;45;0.20945854;13758;70
voter;map_resub_l5;10;mig_resub;4125;44;0.019411193;13758;70
voter;map_resub_l5;11;end;4125;44;0.0;13758;70
square;map_resub_l5;0;root;18484;250;0;18484;250
square;map_resub_l5;1;mig_mapper;12176;126;1.7880934;18484;250
square;map_resub_l5;2;mig_resub;9893;126;0.19250086;18484;250
square;map_resub_l5;3;mig_mapper;9492;126;0.25692254;18484;250
square;map_resub_l5;4;mig_resub;9148;126;0.06861079;18484;250
square;map_resub_l5;5;mig_mapper;9119;126;0.1918185;18484;250
square;map_resub_l5;6;mig_resub;9079;126;0.05790555;18484;250
square;map_resub_l5;7;mig_mapper;9075;126;0.16679795;18484;250
square;map_resub_l5;8;mig_resub;9064;126;0.056749877;18484;250
square;map_resub_l5;9;mig_mapper;9074;126;0.18927808;18484;250
square;map_resub_l5;10;mig_resub;9063;126;0.055936188;18484;250
square;map_resub_l5;11;end;9063;126;0.0;18484;250
arbiter;map_resub_l5;0;root;11839;87;0;11839;87
arbiter;map_resub_l5;1;mig_mapper;6996;59;1.6485876;11839;87
arbiter;map_resub_l5;2;mig_resub;6866;60;0.14581887;11839;87
arbiter;map_resub_l5;3;mig_mapper;6866;61;0.6583996;11839;87
arbiter;map_resub_l5;4;mig_resub;6866;61;0.15344551;11839;87
arbiter;map_resub_l5;5;mig_mapper;6866;60;0.6597888;11839;87
arbiter;map_resub_l5;6;mig_resub;6866;60;0.15342113;11839;87
arbiter;map_resub_l5;7;mig_mapper;6866;60;0.6562361;11839;87
arbiter;map_resub_l5;8;mig_resub;6866;60;0.14627174;11839;87
arbiter;map_resub_l5;9;mig_mapper;6866;60;0.65935725;11839;87
arbiter;map_resub_l5;10;mig_resub;6866;60;0.15059607;11839;87
arbiter;map_resub_l5;11;end;6866;60;0.0;11839;87
sqrt;map_resub_l5;0;root;24618;5058;0;24618;5058
sqrt;map_resub_l5;1;mig_mapper;20724;5074;1.883079;24618;5058
sqrt;map_resub_l5;2;mig_resub;18570;7568;0.38200748;24618;5058
sqrt;map_resub_l5;3;mig_mapper;13105;2349;1.1145458;24618;5058
sqrt;map_resub_l5;4;mig_resub;12863;2375;0.110746555;24618;5058
sqrt;map_resub_l5;5;mig_mapper;12736;2371;0.34056473;24618;5058
sqrt;map_resub_l5;6;mig_resub;12691;2371;0.09839597;24618;5058
sqrt;map_resub_l5;7;mig_mapper;12653;2332;0.3737279;24618;5058
sqrt;map_resub_l5;8;mig_resub;12647;2332;0.09494184;24618;5058
sqrt;map_resub_l5;9;mig_mapper;12649;2329;0.34118265;24618;5058
sqrt;map_resub_l5;10;mig_resub;12642;2329;0.09528025;24618;5058
sqrt;map_resub_l5;11;end;12642;2329;0.0;24618;5058
multiplier;map_resub_l5;0;root;27062;274;0;27062;274
multiplier;map_resub_l5;1;mig_mapper;19354;143;2.567339;27062;274
multiplier;map_resub_l5;2;mig_resub;19166;150;0.42278463;27062;274
multiplier;map_resub_l5;3;mig_mapper;19105;149;0.7157748;27062;274
multiplier;map_resub_l5;4;mig_resub;19084;149;0.41382524;27062;274
multiplier;map_resub_l5;5;mig_mapper;19087;149;0.66730905;27062;274
multiplier;map_resub_l5;6;mig_resub;19087;149;0.41230485;27062;274
multiplier;map_resub_l5;7;mig_mapper;19087;149;0.60811627;27062;274
multiplier;map_resub_l5;8;mig_resub;19086;149;0.41062072;27062;274
multiplier;map_resub_l5;9;mig_mapper;19086;149;0.66204774;27062;274
multiplier;map_resub_l5;10;mig_resub;19086;149;0.41373456;27062;274
multiplier;map_resub_l5;11;end;19086;149;0.0;27062;274
sin;map_resub_l5;0;root;5416;225;0;5416;225
sin;map_resub_l5;1;mig_mapper;4248;127;0.5329911;5416;225
sin;map_resub_l5;2;mig_resub;4186;129;1.4278778;5416;225
sin;map_resub_l5;3;mig_mapper;4147;131;0.20814703;5416;225
sin;map_resub_l5;4;mig_resub;4137;131;1.2657592;5416;225
sin;map_resub_l5;5;mig_mapper;4141;128;0.18704762;5416;225
sin;map_resub_l5;6;mig_resub;4137;128;1.3249828;5416;225
sin;map_resub_l5;7;mig_mapper;4140;128;0.17861518;5416;225
sin;map_resub_l5;8;mig_resub;4133;128;1.6441876;5416;225
sin;map_resub_l5;9;mig_mapper;4136;128;0.18435945;5416;225
sin;map_resub_l5;10;mig_resub;4133;128;1.5990754;5416;225
sin;map_resub_l5;11;end;4133;128;0.0;5416;225
log2;map_resub_l5;0;root;32060;444;0;32060;444
log2;map_resub_l5;1;mig_mapper;24295;206;3.352689;32060;444
log2;map_resub_l5;2;mig_resub;24125;210;0.42216584;32060;444
log2;map_resub_l5;3;mig_mapper;24168;209;1.1821575;32060;444
log2;map_resub_l5;4;mig_resub;24115;209;0.38992468;32060;444
log2;map_resub_l5;5;mig_mapper;24132;206;1.1521796;32060;444
log2;map_resub_l5;6;mig_resub;24114;206;0.38193303;32060;444
log2;map_resub_l5;7;mig_mapper;24128;204;1.1094862;32060;444
log2;map_resub_l5;8;mig_resub;24107;204;0.3937445;32060;444
log2;map_resub_l5;9;mig_mapper;24120;205;1.089244;32060;444
log2;map_resub_l5;10;mig_resub;24107;205;0.39468253;32060;444
log2;map_resub_l5;11;end;24107;205;0.0;32060;444
div;map_resub_l5;0;root;57247;4372;0;57247;4372
div;map_resub_l5;1;mig_mapper;53113;2425;3.8361688;57247;4372
div;map_resub_l5;2;mig_resub;43766;3251;1.5257155;57247;4372
div;map_resub_l5;3;mig_mapper;40390;3108;2.0376515;57247;4372
div;map_resub_l5;4;mig_resub;40158;3090;0.5344069;57247;4372
div;map_resub_l5;5;mig_mapper;40027;2518;1.4477286;57247;4372
div;map_resub_l5;6;mig_resub;39464;2753;0.54442835;57247;4372
div;map_resub_l5;7;mig_mapper;39515;2671;1.3653473;57247;4372
div;map_resub_l5;8;mig_resub;39192;2735;0.52571595;57247;4372
div;map_resub_l5;9;mig_mapper;39333;2673;1.2945759;57247;4372
div;map_resub_l5;10;mig_resub;38935;2743;0.5348563;57247;4372
div;map_resub_l5;11;end;38935;2743;0.0;57247;4372
cavlc;map_resub_l5;0;root;693;16;0;693;16
cavlc;map_resub_l5;1;mig_mapper;649;14;0.04070781;693;16
cavlc;map_resub_l5;2;mig_resub;557;14;2.8881116;693;16
cavlc;map_resub_l5;3;mig_mapper;550;13;0.017482487;693;16
cavlc;map_resub_l5;4;mig_resub;540;13;3.9645443;693;16
cavlc;map_resub_l5;5;mig_mapper;540;13;0.018563354;693;16
cavlc;map_resub_l5;6;mig_resub;535;13;3.7247;693;16
cavlc;map_resub_l5;7;mig_mapper;535;13;0.016963469;693;16
cavlc;map_resub_l5;8;mig_resub;531;13;3.5624342;693;16
cavlc;map_resub_l5;9;mig_mapper;530;13;0.015663777;693;16
cavlc;map_resub_l5;10;mig_resub;527;13;3.666749;693;16
cavlc;map_resub_l5;11;end;527;13;0.0;693;16
mem_ctrl;map_resub_l5;0;root;46836;114;0;46836;114
mem_ctrl;map_resub_l5;1;mig_mapper;42071;98;3.3441226;46836;114
mem_ctrl;map_resub_l5;2;mig_resub;40066;101;2.2087197;46836;114
mem_ctrl;map_resub_l5;3;mig_mapper;39852;99;1.9081084;46836;114
mem_ctrl;map_resub_l5;4;mig_resub;39311;99;1.2922313;46836;114
mem_ctrl;map_resub_l5;5;mig_mapper;39175;96;1.8241746;46836;114
mem_ctrl;map_resub_l5;6;mig_resub;38940;96;0.9960734;46836;114
mem_ctrl;map_resub_l5;7;mig_mapper;38923;97;1.734841;46836;114
mem_ctrl;map_resub_l5;8;mig_resub;38799;97;1.0538504;46836;114
mem_ctrl;map_resub_l5;9;mig_mapper;38782;96;1.6768768;46836;114
mem_ctrl;map_resub_l5;10;mig_resub;38739;96;1.0337899;46836;114
mem_ctrl;map_resub_l5;11;end;38739;96;0.0;46836;114
hyp;map_resub_l5;0;root;214335;24801;0;214335;24801
hyp;map_resub_l5;1;mig_mapper;138143;8956;23.258244;214335;24801
hyp;map_resub_l5;2;mig_resub;126606;8956;1.6304781;214335;24801
hyp;map_resub_l5;3;mig_mapper;126621;8933;3.1868205;214335;24801
hyp;map_resub_l5;4;mig_resub;123789;8933;1.0652336;214335;24801
hyp;map_resub_l5;5;mig_mapper;123930;8911;3.011658;214335;24801
hyp;map_resub_l5;6;mig_resub;123756;8911;1.0125848;214335;24801
hyp;map_resub_l5;7;mig_mapper;123860;8911;3.0300448;214335;24801
hyp;map_resub_l5;8;mig_resub;123752;8911;1.0137733;214335;24801
hyp;map_resub_l5;9;mig_mapper;123853;8911;3.08329;214335;24801
hyp;map_resub_l5;10;mig_resub;123750;8911;1.0293298;214335;24801
hyp;map_resub_l5;11;end;123750;8911;0.0;214335;24801
adder;map_resub_l5;0;root;1020;255;0;1020;255
adder;map_resub_l5;1;mig_mapper;384;129;0.05364171;1020;255
adder;map_resub_l5;2;mig_resub;384;129;0.001399028;1020;255
adder;map_resub_l5;3;mig_mapper;384;129;0.005641784;1020;255
adder;map_resub_l5;4;mig_resub;384;129;0.001385532;1020;255
adder;map_resub_l5;5;mig_mapper;384;129;0.005093131;1020;255
adder;map_resub_l5;6;mig_resub;384;129;0.001381777;1020;255
adder;map_resub_l5;7;mig_mapper;384;129;0.005041491;1020;255
adder;map_resub_l5;8;mig_resub;384;129;0.001392026;1020;255
adder;map_resub_l5;9;mig_mapper;384;129;0.005056051;1020;255
adder;map_resub_l5;10;mig_resub;384;129;0.001391072;1020;255
adder;map_resub_l5;11;end;384;129;0.0;1020;255
router;map_resub_l5;0;root;257;54;0;257;54
router;map_resub_l5;1;mig_mapper;218;47;0.01860028;257;54
router;map_resub_l5;2;mig_resub;203;47;0.002410534;257;54
router;map_resub_l5;3;mig_mapper;194;46;0.008518516;257;54
router;map_resub_l5;4;mig_resub;192;46;0.002072576;257;54
router;map_resub_l5;5;mig_mapper;191;42;0.007336258;257;54
router;map_resub_l5;6;mig_resub;187;42;0.002093827;257;54
router;map_resub_l5;7;mig_mapper;184;42;0.007395477;257;54
router;map_resub_l5;8;mig_resub;183;42;0.002227591;257;54
router;map_resub_l5;9;mig_mapper;183;40;0.006444046;257;54
router;map_resub_l5;10;mig_resub;183;40;0.002180134;257;54
router;map_resub_l5;11;end;183;40;0.0;257;54
dec;map_resub_l5;0;root;304;3;0;304;3
dec;map_resub_l5;1;mig_mapper;304;3;0.010684679;304;3
dec;map_resub_l5;2;mig_resub;304;3;0.005138991;304;3
dec;map_resub_l5;3;mig_mapper;304;3;0.010468443;304;3
dec;map_resub_l5;4;mig_resub;304;3;0.005107089;304;3
dec;map_resub_l5;5;mig_mapper;304;3;0.010459336;304;3
dec;map_resub_l5;6;mig_resub;304;3;0.005067702;304;3
dec;map_resub_l5;7;mig_mapper;304;3;0.010457843;304;3
dec;map_resub_l5;8;mig_resub;304;3;0.00521048;304;3
dec;map_resub_l5;9;mig_mapper;304;3;0.010472431;304;3
dec;map_resub_l5;10;mig_resub;304;3;0.004921177;304;3
dec;map_resub_l5;11;end;304;3;0.0;304;3
priority;map_resub_l5;0;root;978;250;0;978;250
priority;map_resub_l5;1;mig_mapper;908;124;0.055484872;978;250
priority;map_resub_l5;2;mig_resub;640;123;0.005954714;978;250
priority;map_resub_l5;3;mig_mapper;630;122;0.023335407;978;250
priority;map_resub_l5;4;mig_resub;465;123;0.005299025;978;250
priority;map_resub_l5;5;mig_mapper;465;103;0.011927121;978;250
priority;map_resub_l5;6;mig_resub;460;103;0.002737217;978;250
priority;map_resub_l5;7;mig_mapper;460;103;0.012028422;978;250
priority;map_resub_l5;8;mig_resub;458;103;0.002710147;978;250
priority;map_resub_l5;9;mig_mapper;457;103;0.011740549;978;250
priority;map_resub_l5;10;mig_resub;455;103;0.002831159;978;250
priority;map_resub_l5;11;end;455;103;0.0;978;250
ctrl;map_resub_l5;0;root;174;10;0;174;10
ctrl;map_resub_l5;1;mig_mapper;115;5;0.008309383;174;10
ctrl;map_resub_l5;2;mig_resub;76;9;0.065277964;174;10
ctrl;map_resub_l5;3;mig_mapper;76;8;0.002737976;174;10
ctrl;map_resub_l5;4;mig_resub;73;11;0.055335786;174;10
ctrl;map_resub_l5;5;mig_mapper;73;10;0.002385565;174;10
ctrl;map_resub_l5;6;mig_resub;73;10;0.03773413;174;10
ctrl;map_resub_l5;7;mig_mapper;73;10;0.002129881;174;10
ctrl;map_resub_l5;8;mig_resub;73;10;0.03771509;174;10
ctrl;map_resub_l5;9;mig_mapper;73;10;0.002314213;174;10
ctrl;map_resub_l5;10;mig_resub;73;10;0.037899382;174;10
ctrl;map_resub_l5;11;end;73;10;0.0;174;10
int2float;map_resub_l5;0;root;260;16;0;260;16
int2float;map_resub_l5;1;mig_mapper;235;11;0.012070855;260;16
int2float;map_resub_l5;2;mig_resub;199;10;0.08559888;260;16
int2float;map_resub_l5;3;mig_mapper;194;10;0.006761204;260;16
int2float;map_resub_l5;4;mig_resub;192;10;0.025352806;260;16
int2float;map_resub_l5;5;mig_mapper;191;10;0.005605335;260;16
int2float;map_resub_l5;6;mig_resub;191;10;0.028030425;260;16
int2float;map_resub_l5;7;mig_mapper;191;10;0.005425602;260;16
int2float;map_resub_l5;8;mig_resub;191;10;0.029135382;260;16
int2float;map_resub_l5;9;mig_mapper;191;10;0.005394144;260;16
int2float;map_resub_l5;10;mig_resub;191;10;0.028052997;260;16
int2float;map_resub_l5;11;end;191;10;0.0;260;16
i2c;map_resub_l5;0;root;1342;20;0;1342;20
i2c;map_resub_l5;1;mig_mapper;1229;13;0.059167016;1342;20
i2c;map_resub_l5;2;mig_resub;1151;13;0.06516057;1342;20
i2c;map_resub_l5;3;mig_mapper;1143;13;0.037148125;1342;20
i2c;map_resub_l5;4;mig_resub;1129;13;0.02355643;1342;20
i2c;map_resub_l5;5;mig_mapper;1124;11;0.033655323;1342;20
i2c;map_resub_l5;6;mig_resub;1119;11;0.02390865;1342;20
i2c;map_resub_l5;7;mig_mapper;1121;12;0.032909136;1342;20
i2c;map_resub_l5;8;mig_resub;1116;12;0.02166387;1342;20
i2c;map_resub_l5;9;mig_mapper;1115;12;0.03195768;1342;20
i2c;map_resub_l5;10;mig_resub;1113;12;0.022624332;1342;20
i2c;map_resub_l5;11;end;1113;12;0.0;1342;20
bar;map_resub_l5;0;root;3336;12;0;3336;12
bar;map_resub_l5;1;mig_mapper;2693;13;0.15467086;3336;12
bar;map_resub_l5;2;mig_resub;2598;14;0.04863947;3336;12
bar;map_resub_l5;3;mig_mapper;2592;13;0.075826235;3336;12
bar;map_resub_l5;4;mig_resub;2592;13;0.049397588;3336;12
bar;map_resub_l5;5;mig_mapper;2588;13;0.07544714;3336;12
bar;map_resub_l5;6;mig_resub;2588;13;0.049393002;3336;12
bar;map_resub_l5;7;mig_mapper;2584;13;0.07099298;3336;12
bar;map_resub_l5;8;mig_resub;2584;13;0.05069098;3336;12
bar;map_resub_l5;9;mig_mapper;2580;13;0.06577874;3336;12
bar;map_resub_l5;10;mig_resub;2580;13;0.0478472;3336;12
bar;map_resub_l5;11;end;2580;13;0.0;3336;12
max;map_resub_l5;0;root;2865;287;0;2865;287
max;map_resub_l5;1;mig_mapper;2413;158;0.36608234;2865;287
max;map_resub_l5;2;mig_resub;2412;158;0.020401925;2865;287
max;map_resub_l5;3;mig_mapper;2283;167;0.22050309;2865;287
max;map_resub_l5;4;mig_resub;2283;167;0.019266373;2865;287
max;map_resub_l5;5;mig_mapper;2272;159;0.15359937;2865;287
max;map_resub_l5;6;mig_resub;2264;159;0.01834301;2865;287
max;map_resub_l5;7;mig_mapper;2244;172;0.14741677;2865;287
max;map_resub_l5;8;mig_resub;2244;172;0.017827883;2865;287
max;map_resub_l5;9;mig_mapper;2220;160;0.15286548;2865;287
max;map_resub_l5;10;mig_resub;2218;160;0.017760057;2865;287
max;map_resub_l5;11;end;2218;160;0.0;2865;287
voter;map_resub_l5;0;root;13758;70;0;13758;70
voter;map_resub_l5;1;mig_mapper;7219;54;1.2132638;13758;70
voter;map_resub_l5;2;mig_resub;5990;60;0.12521476;13758;70
voter;map_resub_l5;3;mig_mapper;5032;48;0.2751123;13758;70
voter;map_resub_l5;4;mig_resub;4557;51;0.0370665;13758;70
voter;map_resub_l5;5;mig_mapper;4417;47;0.15736012;13758;70
voter;map_resub_l5;6;mig_resub;4225;47;0.0228295;13758;70
voter;map_resub_l5;7;mig_mapper;4172;45;0.16029648;13758;70
voter;map_resub_l5;8;mig_resub;4155;45;0.02094162;13758;70
voter;map_resub_l5;9;mig_mapper;4137;45;0.20536868;13758;70
voter;map_resub_l5;10;mig_resub;4125;44;0.019580662;13758;70
voter;map_resub_l5;11;end;4125;44;0.0;13758;70
square;map_resub_l5;0;root;18484;250;0;18484;250
square;map_resub_l5;1;mig_mapper;12176;126;1.727605;18484;250
square;map_resub_l5;2;mig_resub;9893;126;0.19277619;18484;250
square;map_resub_l5;3;mig_mapper;9492;126;0.2599129;18484;250
square;map_resub_l5;4;mig_resub;9148;126;0.06739782;18484;250
square;map_resub_l5;5;mig_mapper;9120;126;0.19241904;18484;250
square;map_resub_l5;6;mig_resub;9079;126;0.058414627;18484;250
square;map_resub_l5;7;mig_mapper;9076;126;0.16901349;18484;250
square;map_resub_l5;8;mig_resub;9064;126;0.056360397;18484;250
square;map_resub_l5;9;mig_mapper;9075;126;0.18941765;18484;250
square;map_resub_l5;10;mig_resub;9063;126;0.056524135;18484;250
square;map_resub_l5;11;end;9063;126;0.0;18484;250
arbiter;map_resub_l5;0;root;11839;87;0;11839;87
arbiter;map_resub_l5;1;mig_mapper;6996;59;1.6447895;11839;87
arbiter;map_resub_l5;2;mig_resub;6866;60;0.1497976;11839;87
arbiter;map_resub_l5;3;mig_mapper;6866;61;0.665651;11839;87
arbiter;map_resub_l5;4;mig_resub;6866;61;0.1477125;11839;87
arbiter;map_resub_l5;5;mig_mapper;6866;60;0.73995024;11839;87
arbiter;map_resub_l5;6;mig_resub;6866;60;0.14940381;11839;87
arbiter;map_resub_l5;7;mig_mapper;6866;60;0.66631263;11839;87
arbiter;map_resub_l5;8;mig_resub;6866;60;0.20843373;11839;87
arbiter;map_resub_l5;9;mig_mapper;6866;60;0.6507231;11839;87
arbiter;map_resub_l5;10;mig_resub;6866;60;0.19018759;11839;87
arbiter;map_resub_l5;11;end;6866;60;0.0;11839;87
sqrt;map_resub_l5;0;root;24618;5058;0;24618;5058
sqrt;map_resub_l5;1;mig_mapper;20724;5074;1.8926678;24618;5058
sqrt;map_resub_l5;2;mig_resub;18570;7568;0.3883293;24618;5058
sqrt;map_resub_l5;3;mig_mapper;13105;2349;1.1136006;24618;5058
sqrt;map_resub_l5;4;mig_resub;12863;2375;0.11187904;24618;5058
sqrt;map_resub_l5;5;mig_mapper;12736;2371;0.33013004;24618;5058
sqrt;map_resub_l5;6;mig_resub;12691;2371;0.10011597;24618;5058
sqrt;map_resub_l5;7;mig_mapper;12653;2332;0.36798465;24618;5058
sqrt;map_resub_l5;8;mig_resub;12647;2332;0.09628069;24618;5058
sqrt;map_resub_l5;9;mig_mapper;12649;2329;0.34241012;24618;5058
sqrt;map_resub_l5;10;mig_resub;12642;2329;0.09607161;24618;5058
sqrt;map_resub_l5;11;end;12642;2329;0.0;24618;5058
multiplier;map_resub_l5;0;root;27062;274;0;27062;274
multiplier;map_resub_l5;1;mig_mapper;19354;143;2.67931;27062;274
multiplier;map_resub_l5;2;mig_resub;19166;150;0.4261964;27062;274
multiplier;map_resub_l5;3;mig_mapper;19105;149;0.68949205;27062;274
multiplier;map_resub_l5;4;mig_resub;19084;149;0.41769218;27062;274
multiplier;map_resub_l5;5;mig_mapper;19087;149;0.6589143;27062;274
multiplier;map_resub_l5;6;mig_resub;19087;149;0.41477525;27062;274
multiplier;map_resub_l5;7;mig_mapper;19087;149;0.7089431;27062;274
multiplier;map_resub_l5;8;mig_resub;19086;149;0.41313753;27062;274
