adder;map_resub_l3_det_map_resub_l3;0;root;1020;255;0;1020;255
adder;map_resub_l3_det_map_resub_l3;1;mig_mapper;384;129;0.053838186;1020;255
adder;map_resub_l3_det_map_resub_l3;2;mig_resub;384;129;0.001395686;1020;255
adder;map_resub_l3_det_map_resub_l3;3;mig_mapper;384;129;0.005727198;1020;255
adder;map_resub_l3_det_map_resub_l3;4;mig_resub;384;129;0.001385559;1020;255
adder;map_resub_l3_det_map_resub_l3;5;mig_mapper;384;129;0.005225574;1020;255
adder;map_resub_l3_det_map_resub_l3;6;mig_resub;384;129;0.001380695;1020;255
adder;map_resub_l3_det_map_resub_l3;7;mig_det_randomize;384;129;0.0;1020;255
adder;map_resub_l3_det_map_resub_l3;8;mig_mapper;384;129;0.005113379;1020;255
adder;map_resub_l3_det_map_resub_l3;9;mig_resub;384;129;0.001403991;1020;255
adder;map_resub_l3_det_map_resub_l3;10;mig_mapper;384;129;0.005079527;1020;255
adder;map_resub_l3_det_map_resub_l3;11;mig_resub;384;129;0.001406089;1020;255
adder;map_resub_l3_det_map_resub_l3;12;mig_mapper;384;129;0.005084016;1020;255
adder;map_resub_l3_det_map_resub_l3;13;mig_resub;384;129;0.001404408;1020;255
adder;map_resub_l3_det_map_resub_l3;14;end;384;129;0.0;1020;255
router;map_resub_l3_det_map_resub_l3;0;root;257;54;0;257;54
router;map_resub_l3_det_map_resub_l3;1;mig_mapper;218;47;0.018530473;257;54
router;map_resub_l3_det_map_resub_l3;2;mig_resub;203;47;0.002436384;257;54
router;map_resub_l3_det_map_resub_l3;3;mig_mapper;194;46;0.008092766;257;54
router;map_resub_l3_det_map_resub_l3;4;mig_resub;192;46;0.002099788;257;54
router;map_resub_l3_det_map_resub_l3;5;mig_mapper;191;43;0.007288156;257;54
router;map_resub_l3_det_map_resub_l3;6;mig_resub;187;43;0.002088614;257;54
router;map_resub_l3_det_map_resub_l3;7;mig_det_randomize;187;43;0.0;257;54
router;map_resub_l3_det_map_resub_l3;8;mig_mapper;186;41;0.006799516;257;54
router;map_resub_l3_det_map_resub_l3;9;mig_resub;185;41;0.002140299;257;54
router;map_resub_l3_det_map_resub_l3;10;mig_mapper;185;41;0.006625193;257;54
router;map_resub_l3_det_map_resub_l3;11;mig_resub;185;41;0.002012586;257;54
router;map_resub_l3_det_map_resub_l3;12;mig_mapper;185;40;0.006357995;257;54
router;map_resub_l3_det_map_resub_l3;13;mig_resub;185;40;0.001965763;257;54
router;map_resub_l3_det_map_resub_l3;14;end;185;40;0.0;257;54
dec;map_resub_l3_det_map_resub_l3;0;root;304;3;0;304;3
dec;map_resub_l3_det_map_resub_l3;1;mig_mapper;304;3;0.010759986;304;3
dec;map_resub_l3_det_map_resub_l3;2;mig_resub;304;3;0.0051247;304;3
dec;map_resub_l3_det_map_resub_l3;3;mig_mapper;304;3;0.010520539;304;3
dec;map_resub_l3_det_map_resub_l3;4;mig_resub;304;3;0.005211825;304;3
dec;map_resub_l3_det_map_resub_l3;5;mig_mapper;304;3;0.010483128;304;3
dec;map_resub_l3_det_map_resub_l3;6;mig_resub;304;3;0.005322563;304;3
dec;map_resub_l3_det_map_resub_l3;7;mig_det_randomize;304;3;0.0;304;3
dec;map_resub_l3_det_map_resub_l3;8;mig_mapper;304;3;0.010206907;304;3
dec;map_resub_l3_det_map_resub_l3;9;mig_resub;304;3;0.005037113;304;3
dec;map_resub_l3_det_map_resub_l3;10;mig_mapper;304;3;0.010500954;304;3
dec;map_resub_l3_det_map_resub_l3;11;mig_resub;304;3;0.005239109;304;3
dec;map_resub_l3_det_map_resub_l3;12;mig_mapper;304;3;0.010469365;304;3
dec;map_resub_l3_det_map_resub_l3;13;mig_resub;304;3;0.005111556;304;3
dec;map_resub_l3_det_map_resub_l3;14;end;304;3;0.0;304;3
priority;map_resub_l3_det_map_resub_l3;0;root;978;250;0;978;250
priority;map_resub_l3_det_map_resub_l3;1;mig_mapper;908;124;0.05494229;978;250
priority;map_resub_l3_det_map_resub_l3;2;mig_resub;640;123;0.005848865;978;250
priority;map_resub_l3_det_map_resub_l3;3;mig_mapper;629;122;0.023026746;978;250
priority;map_resub_l3_det_map_resub_l3;4;mig_resub;464;123;0.005183198;978;250
priority;map_resub_l3_det_map_resub_l3;5;mig_mapper;465;103;0.012703919;978;250
priority;map_resub_l3_det_map_resub_l3;6;mig_resub;461;103;0.002794779;978;250
priority;map_resub_l3_det_map_resub_l3;7;mig_det_randomize;461;103;0.0;978;250
priority;map_resub_l3_det_map_resub_l3;8;mig_mapper;460;103;0.011282012;978;250
priority;map_resub_l3_det_map_resub_l3;9;mig_resub;457;103;0.002644872;978;250
priority;map_resub_l3_det_map_resub_l3;10;mig_mapper;454;103;0.012211381;978;250
priority;map_resub_l3_det_map_resub_l3;11;mig_resub;452;103;0.002839181;978;250
priority;map_resub_l3_det_map_resub_l3;12;mig_mapper;450;103;0.011402947;978;250
priority;map_resub_l3_det_map_resub_l3;13;mig_resub;450;103;0.002566417;978;250
priority;map_resub_l3_det_map_resub_l3;14;end;450;103;0.0;978;250
ctrl;map_resub_l3_det_map_resub_l3;0;root;174;10;0;174;10
ctrl;map_resub_l3_det_map_resub_l3;1;mig_mapper;115;5;0.008518994;174;10
ctrl;map_resub_l3_det_map_resub_l3;2;mig_resub;76;9;0.06494122;174;10
ctrl;map_resub_l3_det_map_resub_l3;3;mig_mapper;76;8;0.002731052;174;10
ctrl;map_resub_l3_det_map_resub_l3;4;mig_resub;73;11;0.05633854;174;10
ctrl;map_resub_l3_det_map_resub_l3;5;mig_mapper;73;10;0.002351543;174;10
ctrl;map_resub_l3_det_map_resub_l3;6;mig_resub;73;10;0.0377666;174;10
ctrl;map_resub_l3_det_map_resub_l3;7;mig_det_randomize;73;10;0.0;174;10
ctrl;map_resub_l3_det_map_resub_l3;8;mig_mapper;73;10;0.002128623;174;10
ctrl;map_resub_l3_det_map_resub_l3;9;mig_resub;73;10;0.037807077;174;10
ctrl;map_resub_l3_det_map_resub_l3;10;mig_mapper;73;10;0.002132003;174;10
ctrl;map_resub_l3_det_map_resub_l3;11;mig_resub;73;10;0.0386293;174;10
ctrl;map_resub_l3_det_map_resub_l3;12;mig_mapper;73;10;0.001861975;174;10
ctrl;map_resub_l3_det_map_resub_l3;13;mig_resub;73;10;0.03746265;174;10
ctrl;map_resub_l3_det_map_resub_l3;14;end;73;10;0.0;174;10
int2float;map_resub_l3_det_map_resub_l3;0;root;260;16;0;260;16
int2float;map_resub_l3_det_map_resub_l3;1;mig_mapper;235;11;0.011906259;260;16
int2float;map_resub_l3_det_map_resub_l3;2;mig_resub;199;10;0.085399956;260;16
int2float;map_resub_l3_det_map_resub_l3;3;mig_mapper;194;10;0.006706147;260;16
int2float;map_resub_l3_det_map_resub_l3;4;mig_resub;192;10;0.02546097;260;16
int2float;map_resub_l3_det_map_resub_l3;5;mig_mapper;191;10;0.005991429;260;16
int2float;map_resub_l3_det_map_resub_l3;6;mig_resub;191;10;0.02822278;260;16
int2float;map_resub_l3_det_map_resub_l3;7;mig_det_randomize;191;10;0.0;260;16
int2float;map_resub_l3_det_map_resub_l3;8;mig_mapper;192;10;0.005939489;260;16
int2float;map_resub_l3_det_map_resub_l3;9;mig_resub;192;10;0.03447911;260;16
int2float;map_resub_l3_det_map_resub_l3;10;mig_mapper;192;10;0.005652964;260;16
int2float;map_resub_l3_det_map_resub_l3;11;mig_resub;191;10;0.03148499;260;16
int2float;map_resub_l3_det_map_resub_l3;12;mig_mapper;191;10;0.005666827;260;16
int2float;map_resub_l3_det_map_resub_l3;13;mig_resub;191;10;0.03241768;260;16
int2float;map_resub_l3_det_map_resub_l3;14;end;191;10;0.0;260;16
i2c;map_resub_l3_det_map_resub_l3;0;root;1342;20;0;1342;20
